ime;lokacija;stanje;proizvodjac;model;godiste;kilometraza;vrata;gorivo;kubikaza;kilovata;konjskih_snaga;emisioni_standard;registrovan;udaren;broj_pregleda;datum;datum_objave;radnja;cijena
Škoda Fabia;Lukavac;Korišteno;Škoda;Fabia;2007;281840;4;Benzin;1.2;47;1200;Euro 4;1;;315;2022-04-19;2022-04-05;0;6850
Škoda Fabia Greenlajn oprema 1,2 dizel;Gradiška;Korišteno;Škoda;Fabia;2011;217000;4;Dizel;1.2;55;75;Euro 5;;;444;2022-04-25;2022-04-05;0;9400
Seat Cordoba 1.9 96 KW;Čelinac;Korišteno;Seat;Cordoba;2006;260000;4;Dizel;1.9;96;;;1;;694;2022-04-20;2022-04-05;1;5600
BMW X1 2.0 D sDrive 18d Auto. Sportpaket xLine LED;;Korišteno;BMW;X1;2018;139831;4;Dizel;2.0;100;136;;;;692;2022-05-04;2022-04-05;1;51990
MERCEDES C 200 C200;Banja Luka;Korišteno;Mercedes-Benz;C 200;2008;172400;4;Dizel;2.2;100;;;;;3;2022-05-05;2022-04-05;0;16300
FORD TRANSIT TOURNEO CUSTOM 2.0TDCI;Sarajevo - Centar;Korišteno;Ford;Transit;2022;0;4;Dizel;2.0;96;130;Euro 6;;;520;2022-04-20;2022-04-05;1;85999
Opel Vectra-POGREBNO Vozilo;Gradiška;Korišteno;Opel;Vectra;2006;278000;2;Dizel;1.9;110;;Euro 4;1;;461;2022-04-19;2022-04-05;0;11000
Peugeot 308 1.6 HDI Allure Sport -FACELIFT-;Ljubuški;Korišteno;Peugeot;308;2018;139588;4;Dizel;1.6;73;100;;;;154;2022-04-27;2022-04-05;1;25990
VW Golf 7 VII 2.0 TDI NOVO CUP mod 2015 presao 160000;Tuzla;Korišteno;Volkswagen;Golf;2014;166000;4;Dizel;2.0;110;150;Euro 5;;;1507;2022-04-24;2022-04-05;0;24799
Peugeot 308 1.5 BlueHDI Allure Sport -FACELIFT-;Ljubuški;Korišteno;Peugeot;308;2018;111829;4;Dizel;1.5;75;102;;;;219;2022-05-04;2022-04-05;1;25500
Peugeot 3008 1.6 HDI Tiptronik FELINE SPORT VIRTUAL LED;Ljubuški;Korišteno;Peugeot;3008;2017;107427;4;Dizel;1.6;88;120;;;;458;2022-05-04;2022-04-05;1;46990
Volkswagen Passat;Trebinje;Korišteno;Volkswagen;Passat;2001;359633;4;Dizel;1.9;96;;;1;;491;2022-05-21;2022-04-05;0;5200
Mercedes C 180 D 7G-Tronic Avantgarde Sportpaket AMG;;Korišteno;Mercedes-Benz;C 180;2017;33818;4;Dizel;1.6;85;116;;;;543;2022-04-27;2022-04-05;1;59990
VOLKSWAGEN PASSAT 8 2015 TDI 88KW tek reg;Kotor Varoš;Korišteno;Volkswagen;Passat;2015;199000;4;Dizel;1.6;88;120;Euro 6;1;;568;2022-04-16;2022-04-05;0;22500
VW Passat 2.0 TDI Karavan DSG Sportpaket R-Line LED;Ljubuški;Korišteno;Volkswagen;Passat;2017;163139;4;Dizel;2.0;110;150;;;;856;2022-04-27;2022-04-05;1;42990
Volkswagen Passat 2.0 TDI - 150ks 2018. Novi Model;Široki Brijeg;Korišteno;Volkswagen;Passat;2018;143900;4;Dizel;2.0;110;150;;;;758;2022-05-03;2022-04-05;1;32900
Volkswagen Passat Passat CC;Vogošća;Korišteno;Volkswagen;Passat CC;2009;225597;4;Dizel;2.0;103;;Euro 5;1;;14;2022-04-21;2022-04-05;0;19000
Škoda Octavia VRS 2.0 165 kw,Skoda oktavija;Bugojno;Korišteno;Škoda;Octavia;2013;230000;4;Benzin;2.0;162;220;Euro 6;1;;4492;2022-07-05;2022-04-05;0;26500
VW Passat 2.0 TDI;Gradiška;Korišteno;Volkswagen;Passat;2006;330000;4;Dizel;2.0;103;140;;1;;1403;2022-04-28;2022-04-05;1;10500
Hyundai Tucson 1.6 Luxury benzin / hybrid 4WD;Banja Luka;Novo;Hyundai;Tucson;2021;153;4;Hibrid;1.6;169;230;Euro 6;1;;863;2022-04-21;2022-04-05;1;87190
Fiat Punto 1.2 8V;Brčko;Korišteno;Fiat;Punto;2014;238500;4;Benzin;1.2;51;69;Euro 5;;;395;2022-04-21;2022-04-05;1;8500
PEUGEOT 5008 MOD 2018 ALLURE SPORT 7 SIJEDISTA;Sarajevo, Novi Grad;Korišteno;Peugeot;5008;2017;162000;4;Dizel;1.6;88;120;Euro 6;;;20485;2022-05-05;2022-04-05;1;34850
Mercedes-Benz C 200 cdi AMG optic;Derventa;Korišteno;Mercedes-Benz;C 200;2012;270000;4;Dizel;2.2;100;200;Euro 5;1;;765;2022-05-17;2022-04-05;0;25000
MINI Countryman 1.6 dizel all4 4x4;Vogošća;Korišteno;MINI;Countryman;2011;117000;4;Dizel;1.6;82;110;Euro 5;1;;462;2022-04-22;2022-04-05;0;17600
Seat Mii 1.0 Eco Fuel;Brčko;Korišteno;Seat;Mii;2012;79200;4;Benzin;1.0;50;69;Euro 5;;;507;2022-04-21;2022-04-05;1;10000
BMW M550d xDrive TURBO 400 KS 2018g;Ljubuški;Korišteno;BMW;550;2018;78000;4;Dizel;3.0;294;400;Euro 6;;;7160;2022-04-21;2022-04-05;1;103990
BMW X5 E70 3.5d xDrive;Posušje;Korišteno;BMW;X5;2009;301000;4;Dizel;3.5;210;286;;1;;317;2022-08-04;2022-04-05;0;31900
VOLKSWAGEN GOLF VI 1.6 TDI, 2010 GODINA, KLIMA;Ilidža;Korišteno;Volkswagen;Golf;2010;254000;4;Dizel;1.6;77;105;Euro 5;;;8504;2022-04-22;2022-04-05;1;11999
VW Passat B7 2.0 TDi ( automatic DSG , Navigacija );Banja Luka;Korišteno;Volkswagen;Passat;2011;228019;4;Dizel;2.0;103;;Euro 5;1;;971;2022-04-22;2022-04-05;1;16999
BMW 520i e60;Gradačac;Korišteno;BMW;520;2003;330000;4;Plin;2.2;125;170;Euro 4;1;;4056;2022-04-20;2022-04-05;0;9200
GOLF VII 4 MOTION RABBIT;Vitez;Korišteno;Volkswagen;Golf;2014;250000;4;Dizel;1.6;77;110;Euro 5;1;;423;2022-04-19;2022-04-05;0;19500
Škoda Yeti 4x4 Max FULL xenon Koza senzori mod 2012;Tuzla;Korišteno;Škoda;Yeti;2011;278232;4;Dizel;2.0;125;170;Euro 5;;;756;2022-04-17;2022-04-05;0;16790
Škoda Octavia;Sarajevo, Novi Grad;Korišteno;Škoda;Octavia;2011;250000;4;Dizel;1.6;11111222;;;1;;583;2022-04-24;2022-04-05;0;11400
Alfa Romeo Giulia 2.2 A/T 180ks Super 2016god.;Sarajevo, Novi Grad;Korišteno;Alfa Romeo;Giulia;2016;179000;4;Dizel;2.2;132;180;Euro 6;1;;5203;2022-04-20;2022-04-05;1;41900
Audi A6 allroad 3.0 TDI quattro S-tronic;Sarajevo, Novi Grad;Korišteno;Audi;A6;2017;72478;4;Dizel;3.0;140;;;;;1875;2022-04-20;2022-04-05;1;67900
PORSCHE CAYENNE GTS 3.0 DIESEL 2013, REG. 04/2023;Travnik;Korišteno;Porsche;Cayenne;2013;176100;4;Dizel;3.0;180;245;Euro 5;1;;1612;2022-04-27;2022-04-05;1;59999
Audi Q5 2.0 TDI quattro S-tronic;Sarajevo, Novi Grad;Korišteno;Audi;Q5;2015;135396;4;Dizel;2.0;140;;;;;1074;2022-04-20;2022-04-05;1;54900
Škoda Yeti 2.0 TDI / 103kW 4x4 DSG *2011*;Doboj-Jug;Korišteno;Škoda;Yeti;2011;268000;4;Dizel;2.0;103;140;Euro 5;;;1053;2022-05-09;2022-04-05;1;16999
MERCEDES A 200 CDI AMG SPORT;Grad Mostar;Korišteno;Mercedes-Benz;A 200;2013;228000;4;Dizel;1.8;100;136;Euro 5;;;2200;2022-05-06;2022-04-05;1;27900
Mercedes C klasa W203;Kiseljak;Korišteno;Mercedes-Benz;C 270;2002;350000;4;Dizel;2.7;125;185;Euro 3;1;;4123;2022-05-06;2022-04-05;1;3000
VW GOLF VII 1.6 TDI 110KS;Bileća;Korišteno;Volkswagen;Golf;2016;199204;4;Dizel;1.6;81;110;Euro 6;;;709;2022-04-28;2022-04-05;1;24000
BMW x3 2.0d 110kW 2006 4x4;Banja Luka;Korišteno;BMW;X3;2006;286000;4;Dizel;2.0;110;150;Euro 4;1;;390;2022-04-15;2022-04-05;;13800
BMW X6 3.0 xd M-PAKET 2017, REGI 9/22, TOP STANJE;Travnik;Korišteno;BMW;X6;2017;215800;4;Dizel;3.0;190;258;Euro 6;1;;585;2022-04-20;2022-04-05;1;95000
VW Fox 1.2, benzin;Bijeljina;Korišteno;Volkswagen;Fox;2011;161400;2;Benzin;1.2;44;;Euro 5;1;;1140;2022-05-06;2022-04-05;0;6800
Audi A4;Gradiška;Korišteno;Audi;A4;2010;362700;4;Dizel;2.0;125;;Euro 5;1;;618;2022-04-16;2022-04-05;0;15500
Mercedes-Benz C 200;Široki Brijeg;Korišteno;Mercedes-Benz;C 200;2007;254000;4;Dizel;2.2;90;120;;1;;347;2022-05-11;2022-04-05;0;11199
VW PASSAT CC HIGHLINE DSG 2.0 TDI;Grad Mostar;Korišteno;Volkswagen;Passat CC;2013;157000;4;Dizel;2.0;103;140;Euro 5;1;;4062;2022-06-05;2022-04-05;0;28000
Peugeot 508 2.0 HDI;Sarajevo, Novi Grad;Korišteno;Peugeot;508;2019;34966;4;Dizel;2.0;130;;;;;1693;2022-04-20;2022-04-05;1;56900
Peugeot 301 Active 1.6 HDI;Sarajevo, Novi Grad;Korišteno;Peugeot;Boxer;2016;123328;4;Dizel;1.6;73;;;;;641;2022-04-20;2022-04-05;1;14900
Audi A3 1.6 TDI*SPORTBACK*FACELIFT*2010*TEK UVEZEN iREG;Novi Travnik;Korišteno;Audi;A3;2010;194000;4;Dizel;1.6;77;105;Euro 5;1;;424;2022-04-28;2022-04-05;0;14900
Golf 4, 1,9 SDI;Banja Luka;Korišteno;Volkswagen;Golf;2001;289140;2;Dizel;1.9;50;;;1;;87;2022-04-27;2022-04-05;0;5200
GOLF 6, 1.6, 77 KW, DIZEL, 2012 godina;Tuzla;Korišteno;Volkswagen;Golf;2012;221000;4;Dizel;1.6;77;;Euro 5;;;411;2022-04-24;2022-04-05;0;13900
BMW X3 2.0d;Tomislavgrad;Korišteno;BMW;X3;2006;298300;4;Dizel;2.0;110;;Euro 4;1;;1129;2022-05-05;2022-04-05;0;13800
Mercedes-Benz E 350 AMG;Vitez;Korišteno;Mercedes-Benz;E 350;2009;304000;4;Dizel;3.5;170;;Euro 5;1;;474;2022-05-23;2022-04-05;0;26999
Audi Q5 2.0 Quattro;Bijeljina;Korišteno;Audi;Q5;2014;194400;4;Dizel;2.0;130;175;Euro 5;1;;482;2022-04-23;2022-04-05;0;35900
Subaru Forester;Grude;Korišteno;Subaru;Forester;1999;2;4;Benzin;2.0;2;;;;;1125;2022-05-07;2022-04-05;0;2350
BMW F30 M 320;Banjalučka, Novi Grad;Korišteno;BMW;320;2012;215;4;Dizel;2.0;105;;;1;;1515;2022-04-21;2022-04-05;0;23900
PASSAT 2.0 TDI 4 MOTION DSG;Zenica;Korišteno;Volkswagen;Passat;2011;217000;4;Dizel;2.0;125;170;Euro 5;;1;1388;2022-08-29;2022-04-05;0;13400
Jeep Grand Cherokee;Kakanj;Korišteno;Jeep;Grand Cherokee;1997;130000;4;Benzin;4.0;131;;;;;1472;2022-04-20;2022-04-05;0;26999
Mercedes-Benz E 220;Srebrenik;Korišteno;Mercedes-Benz;E 220;2005;242000;4;Dizel;2.2;110;150;Euro 4;1;;466;2022-04-25;2022-04-05;0;10800
Renault Espace.može zamjena za teretno;Gacko;Korišteno;Renault;Espace;2004;203000;4;Dizel;2.2;110;;Euro 4;1;;308;2022-04-22;2022-04-05;0;5800
Oktavia;Modriča;Korišteno;Škoda;Octavia;2006;330000;4;Dizel;1.9;105;1900;Euro 4;1;;22;2022-07-02;2022-04-05;0;7500
Seat Altea XL;Grad Mostar;Korišteno;Seat;Altea;2011;193000;4;Dizel;1.6;77;;;;;2117;2022-05-05;2022-04-05;0;10600
Volkswagen Passat;Fojnica;Korišteno;Volkswagen;Passat;2000;232000;4;Benzin;1.6;74;;Euro 3;1;;1711;2022-05-19;2022-04-05;0;3000
Peugeot 407 2.0 HDI;Živinice;Korišteno;Peugeot;407;2006;260000;4;Dizel;2.0;100;;;1;;747;2022-04-22;2022-04-05;0;4850
Peugeot 206;Bihać;Korišteno;Peugeot;206;2005;248000;4;Dizel;1.6;80;;;1;;12;2022-05-16;2022-04-05;0;3800
Audi 80 B4 2.0 plin atest Reg zamj gl;Han Pijesak;Korišteno;Audi;80;1993;333333;4;Plin;2.0;85;;;1;;1193;2022-04-25;2022-04-05;0;1600
BMW E46 m optic 110kw;Banovići;Korišteno;BMW;320;2003;280000;4;Dizel;2.0;110;150;Euro 3;1;;2312;2022-04-20;2022-04-05;0;6200
Skoda fabia 1.2 benz;Gračanica;Korišteno;Škoda;Fabia;2003;216000;4;Benzin;1.2;40;;Euro 3;1;;3651;2022-04-19;2022-04-05;0;1950
Škoda Octavia 4x4 uvoz iz Svajcarske;Bijeljina;Korišteno;Škoda;Octavia;2010;220000;4;Dizel;1.6;77;;Euro 5;;;969;2022-05-04;2022-04-05;0;11850
Mercedes E 280 CDI AUTOMATIK FACELIFT;Ilidža;Korišteno;Mercedes-Benz;E 280;2006;264080;4;Dizel;3.0;140;190;Euro 4;1;;1014;2022-04-20;2022-04-05;0;14800
Passat 6 2.0 tdi;Laktaši;Korišteno;Volkswagen;Passat;2006;293000;4;Dizel;2.0;103;140;Euro 4;1;;2408;2022-05-15;2022-04-05;0;7400
Volkswagen Amarok 2.0 4x4;Visoko;Korišteno;Volkswagen;Amarok;2013;75000;4;Dizel;2.0;103;;Euro 5;1;;935;2022-04-30;2022-04-05;1;38000
VOLKSWAGEN GOLF 6 PLUS 2.0 TDI, 103 KW, FULL OPREMA;Kiseljak;Korišteno;Volkswagen;Golf Plus;2010;170000;4;Dizel;2.0;103;;Euro 5;;;2062;2022-04-26;2022-04-05;1;13700
Audi A4 2.0 Automatik;Tešanj;Korišteno;Audi;A4;2008;291000;4;Dizel;2.0;105;140;Euro 5;1;;3505;2022-05-06;2022-04-05;0;16900
Mercedes-Benz 124 200D;Posušje;Korišteno;Mercedes-Benz;200;1987;;4;Dizel;2.0;;;;1;;3139;2022-04-21;2022-04-05;0;2000
Bmw 428i 180kw 2014gp X-drive*KABRIO*NAVI*XENON*KAMERA;Banja Luka;Korišteno;BMW;420;2014;101000;2;Benzin;2.0;180;245;Euro 6;1;;923;2022-04-20;2022-04-05;1;49999
Seat Leon 1.9 77kw FULL!!!;Bijeljina;Korišteno;Seat;Leon;2008;292000;4;Dizel;1.9;77;;;1;;634;2022-08-21;2022-04-05;0;10500
Fiat Grande Punto 2013;Vitez;Korišteno;Fiat;Grande Punto;2013;53000;4;Benzin;1.2;51;;Euro 6;;;773;2022-05-04;2022-04-05;0;8400
Volkswagen polo 1.4tdi 55kw 12/2016p *KLIMA*;Banja Luka;Korišteno;Volkswagen;Polo;2016;236000;2;Dizel;1.4;55;75;Euro 6;;;929;2022-04-20;2022-04-05;1;12900
Audi A6 5.0TDI 210KW 2020God;Bijeljina;Korišteno;Audi;A6;2019;44000;4;Dizel;3.0;210;286;Euro 6;1;;1187;2022-04-20;2022-04-05;0;119990
Mercedes-Benz CLK 270;Novo Sarajevo;Korišteno;Mercedes-Benz;CLK 270;2004;420000;2;Dizel;2.7;125;;;1;;335;2022-07-02;2022-04-05;0;8500
Škoda Octavia 1.6 tdi;Živinice;Korišteno;Škoda;Octavia;2012;225136;4;Dizel;1.6;77;105;Euro 5;;;5002;2022-04-21;2022-04-05;1;11950
Volkswagen Golf 5 2.0tdi 182ks;Odžak;Korišteno;Volkswagen;Golf;2004;230000;2;Dizel;2.0;103;140;Euro 4;1;;16;2022-08-13;2022-04-05;0;9000
Volkswagen Golf 6 1,6 dizel 2010.god.;Sarajevo, Novi Grad;Korišteno;Volkswagen;Golf;2010;245000;4;Dizel;1.6;77;;Euro 5;1;;452;2022-04-19;2022-04-05;0;13100
Audi A6 2.0 tdi 2012. Super Stanje. Reg 8/22;Široki Brijeg;Korišteno;Audi;A6;2012;260000;4;Dizel;2.0;130;177;Euro 5;1;;1003;2022-04-20;2022-04-05;1;27000
Vw Passat 2.0TDI 81 KW NAVIGACIJA;Banja Luka;Korišteno;Volkswagen;Passat;2009;254000;4;Dizel;2.0;81;110;Euro 5;;;846;2022-04-20;2022-04-05;1;10500
Citroen C3 Picasso Benzin plin 2010 god registrovan;Tuzla;Korišteno;Citroen;C3 Picasso;2010;137000;4;Plin;1.4;70;;;1;;459;2022-04-19;2022-04-05;1;7950
ŠKODA SUPERB GreenTech 2.0 TDI - 110 kw, 061/288-355;Živinice;Korišteno;Škoda;Superb;2017;164772;4;Dizel;2.0;110;150;Euro 6;;;3108;2022-06-30;2022-04-05;0;34900
Alfa Romeo GT;Vogošća;Korišteno;Alfa Romeo;GT;2005;290000;2;Dizel;1.9;110;;Euro 3;1;;703;2022-05-31;2022-04-05;0;8200
MERCEDES E200 CDI AUTOMATIK,REG.DO 11.2022;Donji Vakuf;Korišteno;Mercedes-Benz;E 200;2002;547212;4;Dizel;2.0;85;115;;1;;1174;2022-04-15;2022-04-05;0;2900
VW PASSAT Bluemotion 2.0 TDI - 110 kw, UVOZ, 061288355;Živinice;Korišteno;Volkswagen;Passat;2016;205046;4;Dizel;2.0;110;150;Euro 6;;;742;2022-06-06;2022-04-05;0;26900
Fiat Stilo benzin plin;Prozor;Korišteno;Fiat;Stilo;2003;240000;4;Plin;1.6;76;;Euro 3;1;;538;2022-04-16;2022-04-05;0;2750
Golf 3 dizel 4 vrata;Ilidža;Korišteno;Volkswagen;Golf;1996;375000;4;Dizel;1.9;47;;Euro 3;1;;3592;2022-07-28;2022-04-05;0;2100
Volkswagen Passat B8 ZAMJENA 4X4;Novo Sarajevo;Korišteno;Volkswagen;Passat;2015;305555;4;Dizel;1.6;88;;;1;;943;2022-05-22;2022-04-05;0;25950
Renault Clio;Prijedor;Korišteno;Renault;Clio;2001;320000;4;Dizel;1.9;55;;Euro 3;1;;1823;2022-05-05;2022-04-05;0;3400
Volkswagen Passat 6 2.0TDI;Kakanj;Korišteno;Volkswagen;Passat;2005;400000;4;Dizel;2.0;103;;;;;593;2022-04-19;2022-04-05;0;9000
Mitsubishi Pajero 2.3 TD-INTERCOOLER/REG DO 9MJ/;Prijedor;Korišteno;Mitsubishi;Pajero;1986;333333;2;Dizel;2.3;62;90;;1;;2760;2022-04-15;2022-04-05;0;6600
Citroen C3 Picasso 1.6 benzin, Uvoz do Registracije;Banja Luka;Korišteno;Citroen;C3 Picasso;2009;239000;4;Benzin;1.6;88;120;Euro 5;;;609;2022-04-16;2022-04-05;0;6950
Golf 5 GTI;Bijeljina;Korišteno;Volkswagen;Golf;2005;203000;2;Benzin;2.0;147;240;Euro 4;1;;5923;2022-05-08;2022-04-05;0;11000
Alfa Romeo 156 FaceLift 2.4 JTD-M 20v;Sarajevo, Novi Grad;Korišteno;Alfa Romeo;Alfa 156;2004;308000;4;Dizel;2.4;129;231;Euro 3;1;;1380;2022-05-16;2022-04-05;0;4800
Citroen C4 Picasso 1.6hdi,82kw2011.godiste !!!;Banja Luka;Korišteno;Citroen;C4 Picasso;2011;214000;4;Dizel;1.6;82;110;Euro 5;;;688;2022-04-20;2022-04-05;1;10200
Peugeot 5008 2.0 110kw 7 sjed. UVOZ CH/TEK REG/SERVISNA;Zenica;Korišteno;Peugeot;5008;2011;262000;4;Dizel;2.0;110;150;Euro 5;1;;6;2022-06-04;2022-04-05;0;13900
BMW e60 530d Automatik 2004 God *Xenon Koža* Navigacija;Gradačac;Korišteno;BMW;530;2004;390000;4;Dizel;3.0;150;204;;1;;2722;2022-04-21;2022-04-05;0;10990
Pasat b6 karavan 2010;Brčko;Korišteno;Volkswagen;Passat;2010;286000;4;Dizel;1.6;77;;Euro 5;1;;14;2022-04-27;2022-04-05;0;11500
VW PASSAT 6 2.0 TDI 4MOTION MODEL 2010.G UVOZ CH;Banja Luka;Korišteno;Volkswagen;Passat;2009;280000;4;Dizel;2.0;103;140;Euro 5;1;;1171;2022-04-21;2022-04-05;1;11900
Citroen C3 1.6HDI Registrovan START-STOP LED;Banja Luka;Korišteno;Citroen;C3;2016;169000;4;Dizel;1.6;55;75;;1;;474;2022-04-19;2022-04-05;0;12950
Volvo S60;Banja Luka;Korišteno;Volvo;S60;2002;380000;4;Plin;2.4;147;;;1;;234;2022-04-22;2022-04-05;0;4300
Mercedes A 180 CDI;Prijedor;Korišteno;Mercedes-Benz;A 180;2011;237000;4;Dizel;2.0;80;110;Euro 5;1;;192;2022-04-25;2022-04-05;1;10500
Citroen C4 1.6 HDI, 2011 godina;Pale;Korišteno;Citroen;C4;2011;279400;4;Dizel;1.6;68;;;1;;384;2022-04-26;2022-04-05;0;11200
MERCEDES E220CDI 110KW 6BRZINA REG 07.22 MOZE ZAMJENA;Doboj;Korišteno;Mercedes-Benz;E 220;2003;298000;4;Dizel;2.2;110;;Euro 4;1;;742;2022-04-27;2022-04-05;1;8900
Opel Adam 2015 80.000 km;Banja Luka;Korišteno;Opel;Adam;2015;80000;2;Benzin;1.4;64;87;;1;;521;2022-04-18;2022-04-05;0;14000
Renault Scenic Grande 1.9 dci 96 kw 2010god...;Banjalučka, Novi Grad;Korišteno;Renault;Grand Scenic;2010;269556;4;Dizel;1.9;96;130;Euro 5;1;;198;2022-04-21;2022-04-05;0;10500
Volvo xc90 2006;Sarajevo, Novi Grad;Korišteno;Volvo;XC 90;2006;262000;4;Dizel;2.4;136;;Euro 4;1;;451;2022-05-05;2022-04-05;0;16800
Volkswagen Golf TOUR edition 1,9 tdi HR tablice;Čapljina;Korišteno;Volkswagen;Golf;2007;249900;4;Dizel;1.9;77;;Euro 5;1;;662;2022-04-22;2022-04-05;0;10500
Hyundai ix20 1.4 benzin 2012;Grude;Korišteno;Hyundai;ix20;2012;137580;4;Benzin;1.4;66;90;Euro 5;;;903;2022-04-20;2022-04-05;0;11900
Nissan X-Trail dCi 131ks Tekna 4WD 2016 god;Gradiška;Korišteno;Nissan;X-Trail;2016;150000;4;Dizel;1.6;96;131;Euro 6;;;3957;2022-05-09;2022-04-05;0;32000
VW PASSAT CC DSG 4 MOTION 2.0 TDI;Sarajevo - Centar;Korišteno;Volkswagen;Passat CC;2013;186623;4;Dizel;2.0;125;170;Euro 5;1;;2721;2022-04-20;2022-04-05;0;29500
Audi A3 2.0 TDI 103kW 2010 godiste Sportback;Živinice;Korišteno;Audi;A3;2010;339000;4;Dizel;2.0;103;140;Euro 5;;;2310;2022-04-20;2022-04-05;1;13900
Audi Q7 MOŽE ZAMJENA;Visoko;Korišteno;Audi;Q7;2006;284000;4;Dizel;3.0;171;;Euro 4;1;;274;2022-04-18;2022-04-05;0;24000
Škoda Octavia Dsg 1.6 77kw...;Banjalučka, Novi Grad;Korišteno;Škoda;Octavia;2010;269902;4;Dizel;1.6;77;105;Euro 5;1;;485;2022-04-21;2022-04-05;0;12700
BMW 320d F30 2012 god;Gradačac;Korišteno;BMW;320;2012;265500;4;Dizel;2.0;135;180;Euro 5;;;426;2022-04-20;2022-04-05;0;25900
LANCIA DELTA 1.4**UVOZ SVAJCARSKA;Banjalučka, Novi Grad;Korišteno;Lancia;Delta;2010;279000;4;Benzin;1.4;88;120;Euro 5;;;976;2022-04-16;2022-04-05;1;9300
POLO 19 SDI SA KLIMOM;Banja Luka;Korišteno;Volkswagen;Polo;2002;270000;2;Dizel;1.9;47;;Euro 3;1;;986;2022-04-21;2022-04-05;0;5200
Citroen C4 1.6 tdi 68 kw...;Banjalučka, Novi Grad;Korišteno;Citroen;C4;2011;286223;4;Dizel;1.6;68;;Euro 5;1;;471;2022-04-21;2022-04-05;0;11000
Mercedes-Benz S 320 long 4 matic novo novo;Grad Mostar;Korišteno;Mercedes-Benz;S 320;2007;145000;4;Dizel;3.2;170;;Euro 4;;;1906;2022-05-20;2022-04-05;0;34900
Mercedes-Benz E 320;Prijedor;Korišteno;Mercedes-Benz;E 320;2001;250000;4;Dizel;3.2;145;;;1;;280;2022-04-21;2022-04-05;0;2900
BMW X1 2.0d xDrive 4x4 Reg 03/03/2023 MOŽE ZAMJENA;Banja Luka;Korišteno;BMW;X1;2010;236000;4;Dizel;2.0;130;177;Euro 5;1;;616;2022-04-15;2022-04-05;0;22900
1.3cdti 70kw,navi,eco flex,reg.3-2023g.;Bijeljina;Korišteno;Opel;Corsa;2010;224600;4;Dizel;1.3;70;;Euro 5;1;;454;2022-04-16;2022-04-05;;8650
Mercedes Benz C klasa W204 cdi;Grad Mostar;Korišteno;Mercedes-Benz;C 220;2009;289000;4;Dizel;2.2;100;;Euro 5;1;;347;2022-04-24;2022-04-05;0;13000
Škoda Rapid;Banja Luka;Korišteno;Škoda;Rapid;2013;200000;4;Dizel;1.6;77;;;1;;526;2022-05-11;2022-04-05;0;15600
Mercedes-Benz ML 350 CDI/2013g/TEK UVEZEN;Tešanj;Korišteno;Mercedes-Benz;ML 350;2013;268527;4;Dizel;3.0;190;;Euro 6;1;;616;2022-04-18;2022-04-05;0;47500
Golf 4 TDI 66 KW Comfortline Dig.klima Zeder Reg 12/22;Ilidža;Korišteno;Volkswagen;Golf;2001;274000;4;Dizel;1.9;66;90;Euro 3;1;;2416;2022-04-15;2022-04-05;;5800
NOVA ŠKODA FABIA A7 ACTIV 1.0 MPI;Tuzla;Novo;Škoda;Fabia;2022;6;4;Benzin;1.0;48;65;Euro 6;;;3571;2022-04-28;2022-04-05;1;26546
BMW X1 2.0 XDRIVE 190 KS;Tuzla;Korišteno;BMW;X1;2015;134000;4;Dizel;2.0;140;;Euro 6;1;;355;2022-04-17;2022-04-05;0;44900
Mitsubishi Pajero;Živinice;Korišteno;Mitsubishi;Pajero;1992;297852;2;Dizel;2.5;74;;;1;;1229;2022-04-19;2022-04-05;0;17500
Mercedes-Benz ML 320;Čitluk;Korišteno;Mercedes-Benz;ML 320;2008;300100;4;Dizel;3.0;165;230;Euro 4;1;;851;2022-04-19;2022-04-05;0;26900
VW TIGUAN DSG LED;Banja Luka;Korišteno;Volkswagen;Tiguan;2017;229000;;Dizel;2.0;110;150;Euro 6;1;;383;2022-04-20;2022-04-05;0;44500
VW Caddy 1.6 TDI -2011- god Extra stanje;Tešanj;Korišteno;Volkswagen;Caddy;2011;259000;4;Dizel;1.6;75;;Euro 5;;;375;2022-04-16;2022-04-05;1;14900
Fiat Grande Punto;Zavidovići;Korišteno;Fiat;Grande Punto;2006;289000;2;Dizel;1.9;88;120;Euro 4;1;;349;2022-05-08;2022-04-06;0;6000
Audi A3 SPORTBACK 2.0 TDI 103KW TEK UVEZEN;Vogošća;Korišteno;Audi;A3;2010;260000;4;Dizel;2.0;103;;;1;;1011;2022-04-21;2022-04-06;0;14400
Skoda Octavia 1.6 TDI 4x4 2012god TEK UVEZEN;Vogošća;Korišteno;Škoda;Octavia;2012;240000;4;Dizel;1.6;77;;;1;;1754;2022-05-06;2022-04-06;0;14900
Kia Sportage,1.7 Dizel registrovano u Brčkom;Gradačac;Korišteno;Kia;Sportage;2011;269038;4;Dizel;1.7;85;115;Euro 5;1;;3350;2022-05-15;2022-04-06;0;15999
BMW i3;Lukavac;Korišteno;BMW;i3;2016;120000;4;Elektro;Elektro;125;;;1;;9;2022-05-30;2022-04-06;0;38000
Mitsubishi Pajero;Zvornik;Korišteno;Mitsubishi;Pajero;1992;229265;2;Dizel;2.5;73;;;1;;21;2022-08-20;2022-04-06;0;8000
Volkswagen Passat sinhro quattro 4x4;Banja Luka;Korišteno;Volkswagen;Passat;2000;400000;4;Dizel;1.9;81;;;1;;682;2022-06-09;2022-04-06;0;3700
